name,primary_muscle_group,equipment,rating,pk,slug,primaryMuscles,secondaryMuscles,steps,notes,instructions
Push-Up – Medicine Ball,,,,258.0,push-up-medicine-ball,"['chest', 'shoulder - front', 'tricep']","['abdominal', 'forearm - inner', 'forearm - outer']","['Place a medicine ball on the ground and assume a plank position with your hands placed on the ball directly beneath your chest. Keep your feet together or slightly apart for better stability.', 'Engage your core and maintain a straight line from your head to your heels, avoiding any sagging or arching in your lower back.', 'Lower your body towards the ball by bending your elbows, keeping them close to your body. Go as low as you can without compromising your form.', 'Push through your hands and chest to extend your arms and raise your body back up to the starting position.', 'Repeat the movement for the desired number of reps, making sure to maintain proper form throughout the set.']",,
Rolling Push-Up – Medicine Ball,,,,259.0,rolling-push-up-medicine-ball,"['chest', 'shoulder - front', 'tricep']","['abdominal', 'forearm - inner', 'forearm - outer', 'shoulder - side']","['Begin by placing a medicine ball on the floor in front of you.', 'Assume a push-up position by getting into a plank, with your hands shoulder-width apart and feet extended back.', 'Position one hand on the center of the medicine ball, while the other remains on the floor, keeping your body straight and core engaged.', 'Perform a push-up, lowering your chest to the floor while maintaining balance and stability on the ball.', 'Push back up to the starting position, keeping your body in a straight line.', 'Carefully roll the medicine ball across to the other hand while remaining in the plank position.', 'Place your opposite hand on the medicine ball and stabilize your body.', 'Repeat the push-up with the medicine ball under the other hand.', 'Continue alternating hands after each push-up for the desired number of repetitions or sets.']",,
One-Handed Plank,,,,260.0,one-handed-plank,"['abdominal', 'shoulder - front']","['chest', 'lower back', 'oblique']","['Begin in a standard push-up position with your hands on the ground and elbows aligned below your shoulders, and your body forming a straight line from your head to your heels.', 'Spread your legs slightly wider than hip-width apart to provide additional stability.', 'Shift your weight onto your left hand as you slowly lift your right hand off the ground, wrapping it behind your back or under your sternum.', 'Engage your core, glutes, and thigh muscles to prevent your hips from dropping or rotating.', 'Hold the one-handed plank for the desired duration, breathing steadily throughout the exercise.', 'Lower your right hand back to the starting plank position with control.', 'Repeat the exercise by shifting your weight onto your right hand and wrapping your left hand behind your back or under your sternum.']",,
Sled Pull,,,,261.0,sled-pull,"['calf', 'glute', 'hamstring', 'quad']","['abdominal', 'lower back']","['Adjust the weight on the sled according to your fitness level and training goals.', ""If using a pulling harness, strap it on securely, making sure it's comfortably snug. If using straps with handles, grip the handles firmly with both hands."", 'Stand facing the sled with your feet hip-width apart. Make sure you have a smooth, level, unobstructed path behind you.', 'Lower into a quarter-squat position, keeping your back straight, and brace your core.', 'Begin walking backwards slowly, taking small steps while keeping the tension on the harness or handles.', 'Push through the balls of your feet with each step, focusing on engaging your quadriceps, calves, and glutes.', 'Keep your chest up and shoulders back throughout the movement to maintain proper posture.', 'Continue pulling the sled for a number of steps or seconds.', 'Carefully disengage from the harness or place down the handles.']","Leaning back slightly allows your weight to help move the sled. Avoid leaning too far back, as you can injure yourself or lose benefits of the exercise.",
Forearm Roll-Up – Barbell,,,,262.0,forearm-roll-up-barbell,"['forearm - inner', 'forearm - outer']",[],"['Set up a power rack placing a barbell at about chest height.', 'Select a kettlebell and an appropriately sized resistance band that can be looped around it.', 'Loop one end of the resistance band around the kettlebell securely.', 'Loop the other end of the resistance band around one end of the barbell securely, wrapping it twice to ensure the kettlebell is suspended and the band is taut.', 'Stand facing the barbell with your feet shoulder-width apart, positioning yourself slightly back to allow full range of motion for the barbell to roll.', 'Extend your arms forward and grasp the barbell with both hands using an overhand grip, placing your hands slightly wider than shoulder-width for stability. Place one hand on either side of the band connected to the barbell.', 'Begin with your right hand, rolling the barbell away from you as much as possible to contract your forearm muscles.', 'After rolling with your right hand, switch to your left hand and perform the same rolling motion, alternating between hands with each roll.', 'Continue this alternating pattern, rolling the barbell and lifting the kettlebell until you cannot roll any further or the kettlebell reaches its peak height.', 'Carefully reverse the rolling motion using alternate hands again to lower the kettlebell back to the starting position in a controlled manner.']",,
Forearm Twist – Dumbbell,,,,263.0,forearm-twist-dumbbell,"['forearm - inner', 'forearm - outer']",['bicep'],"['Stand up straight with your feet shoulder-width apart.', 'Hold a dumbbell in each hand and let your arms hang down in front of your quads, palms facing forward, with a slight bend in the elbows.', 'Curl the dumbbells upwards by bending your elbows, stopping when your forearms are parallel to the ground. This is the starting position.', 'While keeping your upper arms stationary, rotate your wrists to flip the dumbbells towards each other until your palms face down.', 'Pause for a moment, then rotate your wrists in the opposite direction, turning the dumbbells back to the starting position.', 'Repeat the desired number of repetitions.']",,
Zottman Curl,,,,264.0,zottman-curl,"['bicep', 'forearm - inner', 'forearm - outer']",[],"[""Stand up straight with a dumbbell in each hand at arm's length. Keep your elbows close to your torso and palms facing upward."", 'Without moving your upper arms, curl the weights while contracting your biceps. Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. Hold the contracted position briefly.', 'While holding the dumbbells at shoulder height, rotate your wrists until your palms are facing downward.', 'Keep your upper arms still, exhale, and start to lower the dumbbells back to the starting position with your palms facing downward in a reverse curl motion.', 'Once you have reached the starting position, rotate your wrists back to the initial palms-up grip.', 'Repeat for the desired number of repetitions.']",,
Z Press – Dumbbell,,,,265.0,z-press-dumbbell,"['shoulder - front', 'shoulder - side']","['abdominal', 'lower back', 'shoulder - back', 'tricep']","['Sit down on the ground, legs extended in front of you and spaced apart for stability.', 'Hold a dumbbell in each hand at shoulder height, palms facing forward.', 'Plant your heels firmly on the ground and brace your core.', 'Press the dumbbells vertically overhead, fully extending your arms without locking your elbows.', 'Pause briefly at the top of the movement.', 'Lower the dumbbells back to the starting position at shoulder height in a controlled manner.', 'Repeat for the desired number of repetitions.']",Maintain core tension throughout the exercise to prevent arching your back or leaning back too far.,
Z Press – Barbell,,,,266.0,z-press-barbell,"['shoulder - front', 'shoulder - side']","['abdominal', 'lower back', 'shoulder - back', 'tricep']","['Position a loaded barbell in a rack a little above knee height.', 'Sit down on the floor so that the barbell touches your upper chest.', 'Extend your legs straight in front of you. Ensure your back is straight.', 'Grip the barbell just outside shoulder width with palms facing forward.', 'Unrack the barbell so it is positioned in front of your chin with tension on your front shoulders. This is your starting position.', 'Brace your core. Push your heels into the ground.', 'Press the barbell upwards until your arms are fully extended, making sure the bar moves in a straight vertical line.', 'Pause briefly at the top of the movement.', 'Lower the bar back to the starting position in a controlled manner.', 'Repeat for the desired number of reps.']",Maintain core tension throughout the exercise to prevent arching your back or leaning back too far.,
Incline Hex Press – Dumbbell,,,,267.0,incline-hex-press-dumbbell,"['chest', 'shoulder - front']",['tricep'],"['Select two dumbbells of suitable weight and an incline bench set to a 45-degree angle.', 'Sit on the bench with a dumbbell in each hand, resting them on your thighs.', 'Kick the weights to shoulder height as you lean back, positioning the dumbbells at chest level with your palms facing each other.', 'Press the dumbbells up over your chest by extending your arms while actively pushing the dumbbells against one another the entire time.', 'Pause briefly at the top of the movement, squeezing your chest muscles.', 'Lower the weights slowly back to the starting position, maintaining control and keeping the dumbbells close together.']",Lower the incline to reduce the load on your shoulders and make the exercise easier.,
Skull Crusher – Barbell,,,,268.0,skull-crusher-barbell,['tricep'],[],"['Lie down on a flat bench with a barbell in your hands. Your feet should be flat on the floor for stability.', 'Grip the barbell with an overhand grip (palms facing towards your feet) slightly narrower than shoulder-width apart.', 'Extend your arms fully so that the barbell is directly above your shoulders. This is your starting position.', 'Keeping your upper arms stationary, inhale and slowly lower the barbell by bending your elbows until the barbell is just above your forehead.', 'Pause when the barbell is closest to your forehead, ensuring your elbows are in position and only your forearms are moving.', 'Exhale and raise the barbell back to the starting position by extending your elbows and contracting the triceps.', 'Repeat for the desired number of repetitions.']",,
Skull Crusher – Dumbbell,,,,269.0,skull-crusher-dumbbell,['tricep'],[],"['Lie on a bench with your knees bent and feet flat on the ground. Hold a dumbbell in each hand directly above your shoulders with your arms fully extended.', 'With your palms facing each other, engage your core and keep your wrists straight.', 'Slowly bend your elbows to lower the dumbbells towards the sides of your forehead. Keep your upper arms stationary and elbows pointing straight up throughout the movement.', 'Lower the weights until your forearms and biceps are at least at a 90-degree angle.', 'Pause briefly at the bottom of the movement.', 'Press the dumbbells back up to the starting position by extending your elbows while exhaling. Focus on using your triceps to move the weight.', 'Repeat for the desired number of repetitions.']",,
Overhead Tricep Extension – Machine,,,,270.0,overhead-tricep-extension-machine,['tricep'],[],"['Adjust the seat height so your arms comfortably reach the handles with your elbows at a 90-degree angle.', 'Sit down on the machine bench and grasp the handles with your palms facing each other.', 'Keep your elbows close to your head and your back flat against the pad throughout the exercise.', 'Exhale and extend your arms, pushing the handles overhead until your arms are fully extended but not locked.', 'Pause momentarily at the top of the movement, focusing on contracting your triceps.', 'Inhale as you slowly lower the handles back to the starting position, maintaining control and tension on the triceps.', 'Repeat for the desired number of repetitions.']",,
In-Out Rope Wave,,,,271.0,in-out-rope-wave,"['bicep', 'forearm - inner', 'forearm - outer', 'shoulder - back', 'shoulder - front', 'shoulder - side', 'trap']","['abdominal', 'chest', 'tricep']","['Stand with your feet shoulder-width apart, facing the anchor point of the battle rope.', 'Hold one end of the rope in each hand, arms extended in front of you at about waist height.', 'Begin with a slight bend in your knees, a straight back, and a tight core.', 'Simultaneously move your arms outward to your sides, creating outward waves with each side of the rope.', 'Quickly reverse the movement by bringing your arms back toward each other, creating inward waves.', 'Keep your arms moving in and out quickly, maintaining the rhythm to continuously send waves down the rope.', 'Ensure your movements are controlled and focused, utilizing your arm, shoulder, and core muscles.', 'Continue the in-out motion for the desired duration or number of repetitions.']",,
Upright Downward Internal Rotation – Cable,,,,272.0,upright-downward-internal-rotation-cable,['rotator cuff - front'],[],"['Adjust the pulley on a cable machine to eye-level and attach a handle to it.', 'Stand facing away from the machine, feet shoulder-width apart.', 'Grab the handle with one hand, raising your arm so your upper arm is parallel to the ground and your forearm is pointing straight up, creating a 90-degree angle at your elbow.', 'Brace your core and begin to rotate your hand forward at your shoulder, keeping your upper arm stable and parallel to the ground throughout the movement.', 'Continue the rotation until your forearm is parallel to the ground, completing the internal rotation.', 'Complete the desired number of repetitions before switching arms to perform the exercise on the opposite side.']",,
Upright Upward External Rotation – Cable,,,,273.0,upright-upward-external-rotation-cable,['rotator cuff - back'],[],"['Adjust the pulley on a cable machine to sternum-level and attach a handle to it.', 'Stand facing the machine, feet shoulder-width apart.', 'Grab the handle with one hand, palm facing down, keeping your upper arm parallel to the ground and your forearm pointing towards the pulley, also parallel to the ground. This is your starting position.', 'Begin to rotate your arm at the shoulder, moving your hand upward and backwards, keeping the upper arm stable and parallel to the ground throughout the movement.', 'Continue the rotation until your forearm is pointing straight up, perpendicular to the ground, maintaining a 90-degree angle at your elbow.', 'Lower the handle back down to the starting position in a controlled manner.', 'Complete the desired number of repetitions before switching arms to perform the exercise on the opposite side.']",,
Plank Pull Through,,,,274.0,plank-pull-through,"['abdominal', 'shoulder - front']","['chest', 'lower back', 'oblique']","['Start in a high plank position with your hands positioned directly under your shoulders, feet slightly wider than hip-width apart, and a dumbbell or kettlebell placed on the floor on one side of your body at sternum-level.', 'Reach under your torso with your opposite hand to grab the dumbbell.', 'Pull the weight across the floor to the other side of your body while keeping your hips as stable as possible.', 'Place the weight on the floor and return your hand to the starting plank position.', 'Repeat the movement by reaching with the other hand to pull the dumbbell back to the starting side.', 'Continue alternating sides for the desired number of reps or time duration.']",,
Reverse Curl – Barbell,,,,275.0,reverse-curl-barbell,['forearm - outer'],['bicep'],"['Stand up straight with a shoulder-width grip on the barbell, palms facing down (pronated grip). Keep your elbows close to your torso.', 'While keeping the upper arms stationary, contract your forearms by raising the bar towards your shoulders, hinging at your elbows. Your forearms should be the only part moving. Keep your wrists straight, focusing on a straight line from your elbow to your knuckles.', 'Continue to raise the weight until bar is at shoulder level. Hold the forearm-contracting position for a brief pause.', 'Inhale and slowly begin to lower the barbell back to the starting position.', 'Repeat for the desired number of repetitions.']","Keep your elbows close to your body and avoid swinging the weight. This is a targetted exercise for a small, specific muscle. If you find yourself flaring your elbows, or using momentum to lift the weight, consider lowering the weight to maintain proper form.",
Hammer Curl – Cable With Rope,,,,276.0,hammer-curl-cable-with-rope,['bicep'],['forearm - outer'],"['Attach a rope to the low pulley of a cable machine.', 'Stand facing the cable machine with your feet shoulder-width apart and a slight bend in your knees.', 'Grab each end of the rope with a neutral grip (palms facing each other) and stand up straight. This is your starting position.', 'Keeping your upper arms stationary, exhale as you curl the weights up towards your shoulders by flexing your biceps. Keep your elbows close to your body.', 'Pause briefly at the top of the movement, squeezing your biceps.', 'Inhale as you slowly lower the rope back to the starting position.', 'Repeat for the desired number of reps.']",,
Meadows Row,,,,277.0,meadows-row,"['lat', 'trap', 'shoulder - back']","['lower back', 'rotator cuff - back']","['Place one end of a barbell in a corner to secure it, or use a landmine attachment if available.', 'Stand next to the barbell so it is to your side, with your feet shoulder-width apart.', 'Bend your knees slightly and hinge at the hips to lean forward, keeping your back straight.', 'Grasp the barbell with one hand using an overhand grip, just above the weight plates.', 'Place your other hand on your thigh or knee for support.', 'Brace your core and row the barbell towards your armpit, keeping your elbow tucked in.', 'Squeeze your back muscles at the top of the movement.', 'Slowly lower the barbell back to the starting position.', 'Repeat for the desired number of repetitions before switching sides.']",,
One-Handed High-Cable Row,,,,278.0,one-handed-high-cable-row,['lat'],"['bicep', 'forearm - inner', 'rotator cuff - back', 'shoulder - back']","['Adjust the cable machine pulley to a position above your head and attach a single handle.', 'Stand facing the cable machine with your feet shoulder-width apart.', 'Grab the handle with one hand, palm facing down.', 'Step back slightly from the cable machine to create tension on the cable. Stretch your arm out in front of you. This is your starting position.', 'Pull the handle towards your side, keeping your elbow close to your body. Rotate your palm to face your torso as you pull.', 'Squeeze your back muscles when your hand is near your torso.', 'Slowly extend your arm to return the handle to the starting position while controlling the weight.', 'Repeat for the desired number of repetitions before switching arms.']",,
Calf Raise – Leg Press Machine,,,,279.0,calf-raise-leg-press-machine,['calf'],[],"['Sit on the leg press machine and position your feet about hip-width apart on the lower part of the platform.', 'Ensure that only the balls of your feet and your toes are making contact with the platform, with your heels hanging off.', 'Straighten your legs to release the safety bars of the machine, keeping your knees slightly bent to avoid locking them.', 'Press through the balls of your feet to push the platform away, raising your heels as high as possible and contracting your calf muscles.', 'Pause at the top of the movement for a moment to maximize the contraction in the calves.', 'Slowly lower your heels back below the level of the platform to return to the starting position and stretch your calf muscles.', 'Repeat for the desired number of reps.']",,
One-Handed Leaning Lateral Raise – Dumbbell,,,,280.0,one-handed-leaning-lateral-raise-dumbbell,['shoulder - side'],"['shoulder - front', 'oblique']","['Stand with your feet shoulder-width apart and a dumbbell in your left hand.', 'Slightly lean your right shoulder against a wall or stable structure. Aim for a 60-degree angle between you and the ground.', 'Keep your back straight and core engaged. This is your starting position.', 'Slowly lift the dumbbell to the side, keeping your arm slightly bent. Raise it until your left arm is perpendicular with your body.', 'Pause at the top of the movement, then slowly lower the dumbbell back to the starting position.', 'Repeat the desired number of repetitions before switching to the other side.']","Ensure not to bend your elbow excessively. Also, avoid leaning with your feet too far from the wall, as this can shift the emphasis from your shoulders to your core muscles, altering the primary focus of the exercise.",
Horizontal Wood Chop – Cable,,,,281.0,horizontal-wood-chop-cable,['oblique'],['abdominal'],"['Set up the cable machine by adjusting the cable to just under chest height and attach a handle.', 'Stand perpendicular to the cable machine with your feet shoulder-width apart, keeping your toes and head angled away from the machine.', 'Grip the handle with both hands, extending your arms fully. Begin with your upper body twisted so that your arms and the handle are positioned on the side closest to the machine, while your head and toes continue to face away.', 'Step away from the machine to create enough tension in the cable, ensuring it is taut before you start the exercise.', 'Rotate your torso while keeping your arms straight, moving the handle in a horizontal motion across your body until your hands are aligned forward, matching the direction of your toes and head.', 'Keep your core engaged throughout the movement to maintain stability and prevent any rotation in your hips or bending of the arms.', 'Complete the twisting motion until your arms are fully extended in front of you, parallel to the direction your toes and head are facing.', 'Slowly and with control, reverse the motion, returning to the twisted starting position while maintaining the alignment of your head and toes facing forward.']",,
Single-Leg V-Up,,,,282.0,single-leg-v-up,"['abdominal', 'oblique']",[],"['Lie flat on your back on a mat with your arms extended overhead and your legs fully extended.', 'Lift one leg towards a 60-degree angle with the floor while simultaneously raising your upper body, reaching your hands towards the raised foot.', 'Keep both legs straight, with the non-moving leg remaining on the floor.', 'Contract your abdominals as you lift your body, aiming to touch your toes with your hands.', 'Hold the V position momentarily, maintaining balance and stability.', 'Slowly lower your upper body and leg back to the starting position.', 'Repeat the movement with the other leg, alternating legs with each repetition.']",,
Single-Leg Tuck-Up,,,,283.0,single-leg-tuck-up,"['abdominal', 'oblique']",[],"['Start by lying flat on the floor with your arms extended overhead and your legs straight. This is your starting position.', 'Simultaneously lift one knee towards your chest while crunching upwards, bringing your arms forward to reach past the raised knee towards the foot.', 'Hold the crunch position briefly, ensuring your core is engaged and your hands are reaching towards the lifting foot.', 'Slowly lower your arms, upper body, and leg back to the starting position.', 'Repeat the movement with the opposite leg and alternate sides for the desired number of repetitions.']",,
Around the World – Kettlebell,,,,284.0,around-the-world-kettlebell,['oblique'],"['abdominal', 'shoulder - front', 'shoulder - side']","['Hold the kettlebell in front of your body with arms extended and both hands on the handle.', 'Move the kettlebell around your body; start by passing it to your right hand and move it behind your back.', 'Receive the kettlebell with your left hand behind your back, and continue moving it around to the left side and back to the front.', 'Continue this motion for the desired number of repetitions before switching direction.']",Stay stable and centered as possible. Resisting the sway is a big part of the exercise.,
Lu Raise – Dumbbell,,,,285.0,lu-raise-dumbbell,"['shoulder - front', 'shoulder - side']","['rotator cuff - back', 'rotator cuff - front', 'trap']","['Stand with your feet shoulder-width apart, holding a pair of dumbbells at your sides with your palms facing your body.', 'Lift the dumbbells laterally with a slight bend in the elbows, rotating your thumbs upwards as the weights ascend.', 'Continue lifting the weights above your head until your arms are fully extended and your thumbs are pointing towards each other.', 'Pause briefly at the top of the movement.', 'Lower the dumbbells back to the starting position in a controlled manner, reversing the thumb rotation.']",,
Standing External Shoulder Rotation – Dumbbell,,,,286.0,standing-external-shoulder-rotation-dumbbell,['rotator cuff - back'],"['rotator cuff - front', 'shoulder - back', 'shoulder - front', 'shoulder - side']","['Stand with feet shoulder-width apart, holding a dumbbell in one hand.', 'Bend the arm at the shoulder to raise your upper arm, making it parallel to the floor and perpendicular to your body.', ""Bend your forearm at the elbow to a 90-degree angle so that your forearm is parallel to the floor, creating an 'L' shape with your arm. This is the starting position."", 'Keeping your upper arm stationary, rotate your shoulder, lifting the dumbbell towards the ceiling as far as possible without discomfort.', 'Pause briefly at the top of the rotation, then slowly return the dumbbell to the starting position.', 'Complete the desired number of repetitions, then switch arms and repeat the exercise.']",,
Crush Grip Curl – Dumbbell,,,,287.0,crush-grip-curl-dumbbell,['bicep'],"['forearm - inner', 'forearm - outer']","['Select a single dumbbell and grip it with both hands, one on each end, pressing your palms against the sides of the dumbbell.', 'Position yourself straight-armed on a preacher curl bench, ensuring that your elbows and upper arms are comfortably resting against the bench pad. This is your starting position.', ""Keep pressing your hands together firmly to maintain a 'crush grip' on the dumbbell throughout the exercise."", 'While maintaining the grip, exhale and curl the dumbbell upwards towards your shoulders, focusing on contracting the biceps.', 'Hold the contraction briefly at the top of the movement, then inhale and slowly lower the dumbbell back to the starting position.', 'Repeat the curl for the desired number of repetitions, ensuring the crush grip is maintained throughout each curl.']",,
One-Handed Hammer Curl – Dumbbell,,,,288.0,one-handed-hammer-curl-dumbbell,['bicep'],"['forearm - inner', 'forearm - outer']","['Select a dumbbell of appropriate weight and position yourself at a preacher curl bench.', 'Stand with one foot forward and the other back in a staggered stance.', 'Lean slightly forward from the hips and place the back of your upper arm (of the arm that will be curling) on the sloped part of the preacher bench, ensuring your shoulders are open to the side.', 'Grasp the dumbbell with a neutral grip (palm facing the wall) and fully extend your arm downwards. This is your starting position.', 'Brace your core and curl the dumbbell upwards toward your shoulder, keeping the wrist stable and in a neutral position throughout the movement.', 'Pause briefly at the top of the curl to contract the bicep, then slowly lower the dumbbell back to the starting position, controlling the weight as it descends.', 'Complete the desired number of repetitions before switching arms.']",,
One-Handed Hammer Isometric Hold – Dumbbell,,,,289.0,one-handed-hammer-isometric-hold-dumbbell,['bicep'],"['forearm - inner', 'forearm - outer']","['Select a dumbbell of appropriate weight and position yourself at a preacher curl bench.', 'Stand with one foot forward and the other back in a staggered stance.', 'Lean slightly forward from the hips and place the back of your upper arm (of the arm that will be curling) on the sloped part of the preacher bench, ensuring your shoulders are open to the side.', 'Curl your arm up to achieve a 90-degree angle at the elbow. Your forearm should be roughly perpendicular to the floor.', 'Hold the dumbbell at this angle, maintain the position firmly and ensure the muscle is under constant tension without movement for the desired time period.', 'Once the hold is complete, slowly lower the dumbbell back to the starting position in a controlled manner.', 'Repeat the process using the other arm.']",Ensure that your wrist remains straight and stable throughout the duration of the exercise.,
Hanging Side-To-Side Knee Drive,,,,290.0,hanging-side-to-side-knee-drive,"['abdominal', 'bicep', 'lat', 'oblique']","['forearm - inner', 'forearm - outer']","['Grip the pull-up bar with a supinated grip (palms facing you) and arms fully extended.', 'Pull yourself up to a halfway pull-up until your upper arms are parallel to the floor. This is the starting position.', 'Start by cycle your knees towards your chest in a bicycle motion straight in front of you.', 'Continue the cycling motion as you rotate your hips to the right, then the left, going as far as you can while maintaining the half pull-up. This is one repetition.', 'Repeat the bicycle and rotating motions for the desired number of repetitions or seconds before lowering yourself to the ground.']",,
Low Chest Fly – Cable,,,,291.0,low-chest-fly-cable,['chest'],"['rotator cuff - front', 'shoulder - front']","['Attach single handle grips to the low pulleys on both sides of a cable machine.', 'Set the weight on the stack to an appropriate level.', 'Grab the handles with your palms facing forwards, and slightly bend your elbows.', ""Stand in the middle of the cable machine and take one step forward so you're in a staggered stance."", 'Lean slightly forward at your hips, keeping your back straight and core engaged.', 'Start with your arms down towards the ground as low as the gripped cables allow. This is the starting position.', 'Pull the handles together in a wide, upward arc until your hands meet in front of your chest.', 'Squeeze your chest muscles and hold the contraction briefly.', 'Slowly return your arms back to the starting position maintaining the slight bend in the elbows.', 'Repeat the exercise for the desired number of repetitions.']",Focus on moving the cables with your chest muscles. Avoid creating momentum with other parts of your body.,
Lateral Lunge – Dumbbell,,,,292.0,lateral-lunge-dumbbell,"['glute', 'quad', 'thigh - inner', 'thigh - outer']","['calf', 'hamstring']","['Stand with your feet hip-width apart, holding a dumbbell in each hand at your sides. This is the starting position.', 'Take a big step out to the right, ensuring your toes on both feet are pointing forward.', 'Shift your weight over your right leg, hinging at the hip and pushing your buttocks back while bending the right knee. Keep the left leg straight.', 'Keep your back straight and chest up as you lunge, lowering until your right thigh is parallel to the floor. The dumbbells will lower with your arms on either side of your right calf.', 'Push off your right foot to return to the starting position.', 'Repeat for the desired number of repetitions before switching to the left side.']",,
Single-Arm Bottoms-Up Overhead Press – Kettlebell,,,,293.0,single-arm-bottoms-up-overhead-press-kettlebell,['shoulder - front'],"['forearm - inner', 'forearm - outer', 'shoulder - side', 'tricep']","['Stand with feet shoulder-width apart holding a kettlebell bottoms-up in one hand at shoulder height.', 'Engage your core and make sure your wrist is straight and aligned directly under the kettlebell.', 'Press the kettlebell overhead by extending your arm fully while keeping the bottom of the kettlebell facing up.', 'Maintain a stable and upright position without leaning backward or sideways.', 'Slowly lower the kettlebell back to shoulder height, keeping control of the movement.', 'Repeat for desired number of reps, then switch to the other arm.']",,
Close-Grip Incline Bench Press – Dumbbell,,,,294.0,close-grip-incline-bench-press-dumbbell,"['chest', 'tricep']",['shoulder - front'],"['Set the incline bench to a 30-45 degree angle.', 'Grab a pair of dumbbells with a neutral grip and sit on the bench.', 'Lie back on the bench, positioning the dumbbells at shoulder width with palms facing each other.', 'Engage your core and firmly plant your feet on the ground.', 'Press the dumbbells above your chest until your arms are fully extended, making sure they are close to each other without touching.', 'Slowly lower the dumbbells back to the starting position just above your chest.', 'Repeat for the desired number of repetitions.']",Lower the incline to reduce the load on your shoulders and move it to your chest.,
Copenhagen Plank with Leg Lift,,,,295.0,copenhagen-plank-with-leg-lift,"['oblique', 'thigh - inner']","['abdominal', 'glute', 'hamstring', 'quad']","['Begin by positioning yourself on your side, propped up on your forearm and elbow directly beneath your shoulder.', 'Extend your legs straight out with your top foot resting on a bench or elevated surface.', 'Align your body in a straight line from head to heels, engaging your core and glutes.', 'Lift your lower leg up and down without rotating your hips or losing alignment.', 'Maintain a strong core throughout the movement to keep your hips elevated and stable.', 'Repeat for desired number of reps, then switch to the other side.']",,
Alternating Z Press – Double Kettlebell,,,,296.0,alternating-z-press-double-kettlebell,"['shoulder - front', 'shoulder - side']","['abdominal', 'lower back', 'shoulder - back', 'tricep']","['Select two kettlebells of appropriate weight.', 'Sit on the floor with legs extended in front of you.', 'Clean the kettlebells to the front rack position.', 'Engage your core and ensure your spine is neutral.', 'Press one kettlebell overhead while keeping the other in the front rack position.', 'Lower the overhead kettlebell back to the front rack position.', 'Simultaneously press the other kettlebell overhead.', ""Continue to alternate pressing each kettlebell, creating a 'seesaw' motion."", 'Repeat for the desired number of repetitions.']",Maintain core tension throughout the exercise to prevent arching your back or leaning back too far.,
Feet-Elevated Bulgarian Row – Ring,,,,297.0,feet-elevated-bulgarian-row-ring,"['bicep', 'lat']","['forearm - inner', 'forearm - outer', 'shoulder - back', 'trap']","['Set the gymnastic rings to a suitable height, typically about waist height.', 'Place a bench or elevated surface in front of you. The top of the surface should be about an arms-length lower than the rings.', 'Hold onto the rings with an overhand grip and walk your feet forward to place them on the surface.', 'Hang from the rings with your arms straight, creating a straight line from your feet to your shoulders that is parallel with the floor. This is your starting position.', 'With your arms extended, pull yourself upwards by bending your elbows and drawing your chest towards the rings.', 'Squeeze your shoulder blades together at the top of the movement, keeping your body stable.', 'Slowly extend your arms to lower yourself back to the starting position.', 'Repeat for the desired number of repetitions.']",,
Alternating Arnold Press – Dumbbell,,,,298.0,alternating-arnold-press-dumbbell,"['shoulder - front', 'shoulder - side']","['bicep', 'rotator cuff - front', 'tricep']","['Begin standing with your feet shoulder-width apart, holding a dumbbell in each hand in front of each shoulder, palms facing your body. This is your starting position.', 'Rotate your wrists as you press one dumbbell overhead, turning the palm away from your body during the movement.', 'Simultaneously maintain the starting position with the other arm, keeping the dumbbell at shoulder height and palm facing your body.', 'Fully extend the pressing arm until it is straight overhead.', 'Lower the dumbbell back to the starting position, rotating the wrist back to the starting position.', 'Immediately rotate the alternate hand’s wrist, pressing the other dumbbell overhead with the same motion.', 'Continue alternating the press between each arm for the desired number of repetitions.']",,
Feet-Elevated Oblique Crunch – Stability Ball,,,,299.0,feet-elevated-oblique-crunch-stability-ball,['oblique'],['abdominal'],"['Begin by lying on your back on the ground with your feet and calves resting on a stability ball placed by your glutes. This is the starting position.', 'Place your arms crossed over your chest or hands behind your ears, ensuring not to pull on your head or neck.', 'Engage your core muscles and rotate your right shoulder towards your left knee. Lift your shoulder as high as you can while keeping your lower back connected to the ground. Focus on contracting your right oblique muscles.', 'Hold the position briefly at the top of the movement while squeezing your obliques.', 'Lower your torso back down to the starting position in a controlled manner.', 'Continue alternating crunches on each side for the desired number of repetitions.']",,
Nordic Hamstring Curl,,,,300.0,nordic-hamstring-curl,['hamstring'],"['calf', 'glute', 'lower back']","['Kneel on a padded surface, with your body upright and legs bent at a 90-degree angle at the knees.', 'Secure your lower legs or ankles under a sturdy object, or have a partner hold them down.', 'Cross your arms over your chest or place your hands on your thighs.', 'Engage your core and glutes to keep your body straight from your knees to your head.', 'Slowly lower your upper body towards the ground by extending your knees, keeping your torso straight.', 'Descend as far as you can control, ideally until your body is nearly parallel to the floor.', 'Use your hamstrings to pull your body back up to the starting position.']",,
